"pokemon_species_id","identifier","ja_hrkt","ja_roma","ko","zh_hant","fr","de","es","it","en","ja","zh_hans"
"510","liepard","れいこくポケモン",,"냉혹포켓몬","冷酷寶可夢","Pokémon Implacable","Gefühlskälte-Pokémon","Pokémon Calculador","Pokémon Sanguefreddo","Cruel Pokémon","れいこくポケモン","冷酷宝可梦"
"511","pansage","くさざるポケモン",,"풀원숭이포켓몬","草猴寶可夢","Pokémon Singe Herbe","Grasaffe","Pokémon Mono Hierba","Pokémon Scimperba","Grass Monkey Pokémon","くさざるポケモン","草猴宝可梦"
"512","simisage","とげざるポケモン",,"가시원숭이포켓몬","刺猴寶可夢","Pokémon Singépine","Stachelaffe","Pokémon Mono Pincho","Pokémon Spinpanzé","Thorn Monkey Pokémon","とげざるポケモン","刺猴宝可梦"
"513","pansear","こうおんポケモン",,"고온포켓몬","高溫寶可夢","Pokémon Brûlant","Hitze","Pokémon Ardiente","Pokémon Testacalda","High Temp Pokémon","こうおんポケモン","高温宝可梦"
"514","simisear","ひのこポケモン",,"불티포켓몬","火花寶可夢","Pokémon Braise","Funkenregen","Pokémon Lumbre","Pokémon Sfavillante","Ember Pokémon","ひのこポケモン","火花宝可梦"
"515","panpour","みずかけポケモン",,"물뿌리기포켓몬","潑水寶可夢","Pokémon Jet d’Eau","Wasserstrahl","Pokémon Salpicadura","Pokémon Annaffiatore","Spray Pokémon","みずかけポケモン","泼水宝可梦"
"516","simipour","ほうすいポケモン",,"방수포켓몬","放水寶可夢","Pokémon Drainage","Drainage","Pokémon Drenaje","Pokémon Spruzzacqua","Geyser Pokémon","ほうすいポケモン","放水宝可梦"
"517","munna","ゆめくいポケモン",,"꿈먹기포켓몬","食夢寶可夢","Pokémon Mangerêve","Traumfresser-Pokémon","Pokémon Comesueños","Pokémon Divorasogni","Dream Eater Pokémon","ゆめくいポケモン","食梦宝可梦"
"518","musharna","ゆめうつつポケモン",,"꿈결포켓몬","半夢半醒寶可夢","Pokémon Rêveur","Halbschlaf-Pokémon","Pokémon Duermevela","Pokémon Dormiveglia","Drowsing Pokémon","ゆめうつつポケモン","半梦半醒宝可梦"
"519","pidove","こばとポケモン",,"아기비둘기포켓몬","小鴿寶可夢","Pokémon Tipigeon","Täubchen-Pokémon","Pokémon Pichón","Pokémon Piccione","Tiny Pigeon Pokémon","こばとポケモン","小鸽宝可梦"
"520","tranquill","のばとポケモン",,"들비둘기포켓몬","野鴿寶可夢","Pokémon Sauvapigeon","Wildtauben-Pokémon","Pokémon Torcaz","Pokémon Granpiccione","Wild Pigeon Pokémon","のばとポケモン","野鸽宝可梦"
"521","unfezant","プライドポケモン",,"프라이드포켓몬","自尊心寶可夢","Pokémon Fier","Stolz-Pokémon","Pokémon Altanero","Pokémon Orgoglio","Proud Pokémon","プライドポケモン","自尊心宝可梦"
"522","blitzle","たいでんポケモン",,"하전포켓몬","帶電寶可夢","Pokémon Étincélec","Hochspannung","Pokémon Electrizado","Pokémon Caricavolt","Electrified Pokémon","たいでんポケモン","带电宝可梦"
"523","zebstrika","らいでんポケモン",,"뇌전포켓몬","雷電寶可夢","Pokémon Foudrélec","Donnerkeil","Pokémon Rayo","Pokémon Saetta","Thunderbolt Pokémon","らいでんポケモン","雷电宝可梦"
"524","roggenrola","マントルポケモン",,"맨틀포켓몬","地幔寶可夢","Pokémon Manteau","Erdmantel-Pokémon","Pokémon Manto","Pokémon Placca","Mantle Pokémon","マントルポケモン","地幔宝可梦"
"525","boldore","こうせきポケモン",,"광석포켓몬","礦石寶可夢","Pokémon Minerai","Erz-Pokémon","Pokémon Mineral","Pokémon Minerale","Ore Pokémon","こうせきポケモン","矿石宝可梦"
"526","gigalith","こうあつポケモン",,"고압포켓몬","高壓寶可夢","Pokémon Surpression","Kompressions-Pokémon","Pokémon Presurizado","Pokémon Pressionalta","Compressed Pokémon","こうあつポケモン","高压宝可梦"
"527","woobat","こうもりポケモン",,"박쥐포켓몬","蝙蝠寶可夢","Pokémon Chovsouris","Fledermaus-Pokémon","Pokémon Murciélago","Pokémon Pipistrello","Bat Pokémon","こうもりポケモン","蝙蝠宝可梦"
"528","swoobat","きゅうあいポケモン",,"구애포켓몬","求愛寶可夢","Pokémon Cupidon","Balz-Pokémon","Pokémon Galante","Pokémon Cercamore","Courting Pokémon","きゅうあいポケモン","求爱宝可梦"
"529","drilbur","もぐらポケモン",,"두더지포켓몬","鼴鼠寶可夢","Pokémon Taupe","Maulwurf-Pokémon","Pokémon Topo","Pokémon Talpa","Mole Pokémon","もぐらポケモン","鼹鼠宝可梦"
"530","excadrill","ちていポケモン",,"땅밑포켓몬","地底寶可夢","Pokémon Souterrain","Untergrund-Pokémon","Pokémon Subterráneo","Pokémon Sottoterra","Subterrene Pokémon","ちていポケモン","地底宝可梦"
"531","audino","ヒヤリングポケモン",,"히어링포켓몬","聽力寶可夢","Pokémon Audition","Gehör-Pokémon","Pokémon Escucha","Pokémon Ascolto","Hearing Pokémon","ヒヤリングポケモン","听力宝可梦"
"532","timburr","きんこつポケモン",,"근골포켓몬","筋骨寶可夢","Pokémon Costaud","Muskel-Pokémon","Pokémon Musculoso","Pokémon Forzaimmane","Muscular Pokémon","きんこつポケモン","筋骨宝可梦"
"533","gurdurr","きんこつポケモン",,"근골포켓몬","筋骨寶可夢","Pokémon Costaud","Muskel-Pokémon","Pokémon Musculoso","Pokémon Forzaimmane","Muscular Pokémon","きんこつポケモン","筋骨宝可梦"
"534","conkeldurr","きんこつポケモン",,"근골포켓몬","筋骨寶可夢","Pokémon Costaud","Muskel-Pokémon","Pokémon Musculoso","Pokémon Forzaimmane","Muscular Pokémon","きんこつポケモン","筋骨宝可梦"
"535","tympole","おたまポケモン",,"올챙이포켓몬","蝌蚪寶可夢","Pokémon Têtard","Kaulquappen-Pokémon","Pokémon Renacuajo","Pokémon Girino","Tadpole Pokémon","おたまポケモン","蝌蚪宝可梦"
"536","palpitoad","しんどうポケモン",,"진동포켓몬","震動寶可夢","Pokémon Vibration","Vibrations-Pokémon","Pokémon Vibrante","Pokémon Vibrazione","Vibration Pokémon","しんどうポケモン","振动宝可梦"
"537","seismitoad","しんどうポケモン",,"진동포켓몬","震動寶可夢","Pokémon Vibration","Vibrations-Pokémon","Pokémon Vibrante","Pokémon Vibrazione","Vibration Pokémon","しんどうポケモン","振动宝可梦"
"538","throh","じゅうどうポケモン",,"유도포켓몬","柔道寶可夢","Pokémon Judo","Judo-Pokémon","Pokémon Judo","Pokémon Judo","Judo Pokémon","じゅうどうポケモン","柔道宝可梦"
"539","sawk","からてポケモン",,"태권도포켓몬","空手道寶可夢","Pokémon Karaté","Karate-Pokémon","Pokémon Kárate","Pokémon Karate","Karate Pokémon","からてポケモン","空手道宝可梦"
"540","sewaddle","さいほうポケモン",,"재봉포켓몬","裁縫寶可夢","Pokémon Couture","Schneider","Pokémon Sastre","Pokémon Grancucito","Sewing Pokémon","さいほうポケモン","裁缝宝可梦"
"541","swadloon","はごもりポケモン",,"잎숨기포켓몬","足不出葉寶可夢","Pokémon Capefeuille","Wickelblatt","Pokémon Arropado","Pokémon Coprifoglia","Leaf-Wrapped Pokémon","はごもりポケモン","足不出叶宝可梦"
"542","leavanny","こそだてポケモン",,"육아포켓몬","育兒寶可夢","Pokémon Précepteur","Kinderpflege","Pokémon Cuidador","Pokémon Balia","Nurturing Pokémon","こそだてポケモン","育儿宝可梦"
"543","venipede","ムカデポケモン",,"지네포켓몬","蜈蚣寶可夢","Pokémon Chilopode","Tausendfüßer-Pokémon","Pokémon Ciempiés","Pokémon Centipede","Centipede Pokémon","ムカデポケモン","蜈蚣宝可梦"
"544","whirlipede","まゆムカデポケモン",,"눈썹지네포켓몬","繭蜈蚣寶可夢","Pokémon Coconplopode","Kokonfüßer-Pokémon","Pokémon Pupaciempiés","Pokémon Rotopede","Curlipede Pokémon","まゆムカデポケモン","茧蜈蚣宝可梦"
"545","scolipede","メガムカデポケモン",,"메가지네포켓몬","巨蜈蚣寶可夢","Pokémon Mégaplopode","Riesenfüßer-Pokémon","Pokémon Megaciempiés","Pokémon Megapede","Megapede Pokémon","メガムカデポケモン","巨蜈蚣宝可梦"
"546","cottonee","わたたまポケモン",,"솜뭉치포켓몬","棉球寶可夢","Pokémon Boule Coton","Wattebausch-Pokémon","Pokémon Bolalgodón","Pokémon Cotonpalla","Cotton Puff Pokémon","わたたまポケモン","棉球宝可梦"
"547","whimsicott","かぜかくれポケモン",,"바람숨기포켓몬","風隱寶可夢","Pokémon Vole Vent","Windschatten-Pokémon","Pokémon Vuelalviento","Pokémon Spiffero","Windveiled Pokémon","かぜかくれポケモン","风隐宝可梦"
"548","petilil","ねっこポケモン",,"뿌리포켓몬","根莖寶可夢","Pokémon Racine","Wurzel-Pokémon","Pokémon Bulbo","Pokémon Radice","Bulb Pokémon","ねっこポケモン","根茎宝可梦"
"549","lilligant","はなかざりポケモン",,"꽃장식포켓몬","花飾寶可夢","Pokémon Chef-Fleur","Blumenzier-Pokémon","Pokémon Adornofloral","Pokémon Fiorfronzolo","Flowering Pokémon","はなかざりポケモン","花饰宝可梦"
"550","basculin","らんぼうポケモン",,"흉포포켓몬","粗暴寶可夢","Pokémon Violent","Grobheits-Pokémon","Pokémon Violento","Pokémon Irruenza","Hostile Pokémon","らんぼうポケモン","粗暴宝可梦"
"551","sandile","さばくワニポケモン",,"사막악어포켓몬","沙漠鱷魚寶可夢","Pokémon Croco Sable","Wüstenkroko-Pokémon","Pokémon Desierdrilo","Pokémon Sabbiadrillo","Desert Croc Pokémon","さばくワニポケモン","沙漠鳄鱼宝可梦"
"552","krokorok","さばくワニポケモン",,"사막악어포켓몬","沙漠鱷魚寶可夢","Pokémon Croco Sable","Wüstenkroko-Pokémon","Pokémon Desierdrilo","Pokémon Sabbiadrillo","Desert Croc Pokémon","さばくワニポケモン","沙漠鳄鱼宝可梦"
"553","krookodile","いかくポケモン",,"위협포켓몬","威嚇寶可夢","Pokémon Intimidation","Abschreckungs-Pokémon","Pokémon Amenazador","Pokémon Minaccia","Intimidation Pokémon","いかくポケモン","威吓宝可梦"
"554","darumaka","だるまポケモン",,"달마포켓몬","不倒翁寶可夢","Pokémon Daruma","Lampion-Pokémon","Pokémon Daruma","Pokémon Daruma","Zen Charm Pokémon","だるまポケモン","不倒翁宝可梦"
"555","darmanitan","えんじょうポケモン",,"염상포켓몬","爆燃寶可夢","Pokémon Enflammé","Lichterloh-Pokémon","Pokémon Candente","Pokémon Altefiamme","Blazing Pokémon","えんじょうポケモン","爆燃宝可梦"
"556","maractus","サボテンポケモン",,"선인장포켓몬","仙人掌寶可夢","Pokémon Cactus","Kaktus-Pokémon","Pokémon Cactus","Pokémon Cactus","Cactus Pokémon","サボテンポケモン","仙人掌宝可梦"
"557","dwebble","いしやどポケモン",,"돌집포켓몬","石居寶可夢","Pokémon Lithicole","Steinhaus-Pokémon","Pokémon Casapiedra","Pokémon Pietracasa","Rock Inn Pokémon","いしやどポケモン","石居宝可梦"
"558","crustle","いわやどポケモン",,"바위집포켓몬","岩居寶可夢","Pokémon Lapidicole","Felshaus-Pokémon","Pokémon Casarroca","Pokémon Scogliocasa","Stone Home Pokémon","いわやどポケモン","岩居宝可梦"
"559","scraggy","だっぴポケモン",,"탈피포켓몬","蛻皮寶可夢","Pokémon Mue","Hautwechsel-Pokémon","Pokémon Mudapiel","Pokémon Mutapelle","Shedding Pokémon","だっぴポケモン","蜕皮宝可梦"
"560","scrafty","あくとうポケモン",,"악당포켓몬","惡黨寶可夢","Pokémon Gang","Halunken-Pokémon","Pokémon Gamberro","Pokémon Furfante","Hoodlum Pokémon","あくとうポケモン","恶党宝可梦"
"561","sigilyph","とりもどきポケモン",,"흡사새포켓몬","似鳥寶可夢","Pokémon Similoiseau","Vogelgleich-Pokémon","Pokémon Pseudopájaro","Pokémon Pseuduccello","Avianoid Pokémon","とりもどきポケモン","似鸟宝可梦"
"562","yamask","たましいポケモン",,"영혼포켓몬","魂寶可夢","Pokémon Âme","Seelen-Pokémon","Pokémon Espíritu","Pokémon Fatuanima","Spirit Pokémon","たましいポケモン","魂宝可梦"
"563","cofagrigus","かんおけポケモン",,"관포켓몬","棺木寶可夢","Pokémon Cercueil","Sarkophag-Pokémon","Pokémon Sepultura","Pokémon Bara","Coffin Pokémon","かんおけポケモン","棺木宝可梦"
"564","tirtouga","こだいがめポケモン",,"옛날거북포켓몬","古代龜寶可夢","Pokémon Tortantique","Urzeitkröten-Pokémon","Pokémon Pretortuga","Pokémon Ancestruga","Prototurtle Pokémon","こだいがめポケモン","古代龟宝可梦"
"565","carracosta","こだいがめポケモン",,"옛날거북포켓몬","古代龜寶可夢","Pokémon Tortantique","Urzeitkröten-Pokémon","Pokémon Pretortuga","Pokémon Ancestruga","Prototurtle Pokémon","こだいがめポケモン","古代龟宝可梦"
"566","archen","さいこどりポケモン",,"최초새포켓몬","遠古鳥寶可夢","Pokémon Oisancien","Urzeitvogel-Pokémon","Pokémon Protopájaro","Pokémon Paleouccello","First Bird Pokémon","さいこどりポケモン","远古鸟宝可梦"
"567","archeops","さいこどりポケモン",,"최초새포켓몬","遠古鳥寶可夢","Pokémon Oisancien","Urzeitvogel-Pokémon","Pokémon Protopájaro","Pokémon Paleouccello","First Bird Pokémon","さいこどりポケモン","远古鸟宝可梦"
"568","trubbish","ゴミぶくろポケモン",,"쓰레기봉투포켓몬","垃圾袋寶可夢","Pokémon Sac Poubelle","Mülltüten-Pokémon","Pokémon Bolsa Basura","Pokémon Spazzatura","Trash Bag Pokémon","ゴミぶくろポケモン","垃圾袋宝可梦"
"569","garbodor","ゴミすてばポケモン",,"쓰레기장포켓몬","垃圾場寶可夢","Pokémon Dépotoir","Müllhalden-Pokémon","Pokémon Vertedero","Pokémon Discarica","Trash Heap Pokémon","ゴミすてばポケモン","垃圾场宝可梦"
"570","zorua","わるぎつねポケモン",,"나쁜여우포켓몬","惡狐寶可夢","Pokémon Sombrenard","Lausefuchs-Pokémon","Pokémon Zorro Pillo","Pokémon Malavolpe","Tricky Fox Pokémon","わるぎつねポケモン","恶狐宝可梦"
"571","zoroark","ばけぎつねポケモン",,"요괴여우포켓몬","妖狐寶可夢","Pokémon Polymorfox","Polymorfuchs-Pokémon","Pokémon Disfrazorro","Pokémon Mutevolpe","Illusion Fox Pokémon","ばけぎつねポケモン","妖狐宝可梦"
"572","minccino","チンチラポケモン",,"친칠라포켓몬","栗鼠寶可夢","Pokémon Chinchilla","Chinchilla-Pokémon","Pokémon Chinchilla","Pokémon Cincillà","Chinchilla Pokémon","チンチラポケモン","栗鼠宝可梦"
"573","cinccino","スカーフポケモン",,"스카프포켓몬","圍巾寶可夢","Pokémon Écharpe","Schal-Pokémon","Pokémon Estola","Pokémon Sciarpa","Scarf Pokémon","スカーフポケモン","围巾宝可梦"
"574","gothita","ぎょうしポケモン",,"응시포켓몬","凝視寶可夢","Pokémon Dévisageur","Glotz-Pokémon","Pokémon Inquisitivo","Pokémon Fissosguardo","Fixation Pokémon","ぎょうしポケモン","凝视宝可梦"
"575","gothorita","あやつりポケモン",,"조작포켓몬","操縱寶可夢","Pokémon Magouilleur","Manipulator-Pokémon","Pokémon Manipulador","Pokémon Raggiro","Manipulate Pokémon","あやつりポケモン","操纵宝可梦"
"576","gothitelle","てんたいポケモン",,"천체포켓몬","天體寶可夢","Pokémon Cosmique","Gestirns-Pokémon","Pokémon Astro","Pokémon Corpoceleste","Astral Body Pokémon","てんたいポケモン","天体宝可梦"
"577","solosis","さいぼうポケモン",,"세포포켓몬","細胞寶可夢","Pokémon Cellule","Zellen-Pokémon","Pokémon Célula","Pokémon Cellula","Cell Pokémon","さいぼうポケモン","细胞宝可梦"
"578","duosion","ぶんかつポケモン",,"분할포켓몬","分割寶可夢","Pokémon Divisé","Zellteilungs-Pokémon","Pokémon Mitosis","Pokémon Scissione","Mitosis Pokémon","ぶんかつポケモン","分割宝可梦"
"579","reuniclus","ぞうふくポケモン",,"증폭포켓몬","增幅寶可夢","Pokémon Multiplié","Vermehrungs-Pokémon","Pokémon Ampliación","Pokémon Espansione","Multiplying Pokémon","ぞうふくポケモン","增幅宝可梦"
"580","ducklett","みずどりポケモン",,"물새포켓몬","水鳥寶可夢","Pokémon Oiseaudo","Wasservogel","Pokémon Ave Agua","Pokémon Alacquatico","Water Bird Pokémon","みずどりポケモン","水鸟宝可梦"
"581","swanna","しらとりポケモン",,"백조포켓몬","白鳥寶可夢","Pokémon Cygne","Schwan","Pokémon Cisne","Pokémon Biancuccello","White Bird Pokémon","しらとりポケモン","白鸟宝可梦"
"582","vanillite","しんせつポケモン",,"신설포켓몬","新雪寶可夢","Pokémon Poudreuse","Neuschnee-Pokémon","Pokémon Nieve Fresca","Pokémon Nevefresca","Fresh Snow Pokémon","しんせつポケモン","新雪宝可梦"
"583","vanillish","ひょうせつポケモン",,"빙설포켓몬","冰雪寶可夢","Pokémon Grêle","Firn-Pokémon","Pokémon Nieve Helada","Pokémon Geloneve","Icy Snow Pokémon","ひょうせつポケモン","冰雪宝可梦"
"584","vanilluxe","ブリザードポケモン",,"블리자드포켓몬","暴風雪寶可夢","Pokémon Congère","Schneesturm-Pokémon","Pokémon Nieve Gélida","Pokémon Bufera","Snowstorm Pokémon","ブリザードポケモン","暴风雪宝可梦"
"585","deerling","きせつポケモン",,"계절포켓몬","季節寶可夢","Pokémon Saison","Jahreszeit","Pokémon Estacional","Pokémon Stagione","Season Pokémon","きせつポケモン","季节宝可梦"
"586","sawsbuck","きせつポケモン",,"계절포켓몬","季節寶可夢","Pokémon Saison","Jahreszeit","Pokémon Estacional","Pokémon Stagione","Season Pokémon","きせつポケモン","季节宝可梦"
"587","emolga","モモンガポケモン",,"하늘다람쥐포켓몬","飛鼠寶可夢","Pokémon Pteromys","Flughörnchen-Pokémon","Pokémon Vuelardilla","Pokémon Petauro","Sky Squirrel Pokémon","モモンガポケモン","飞鼠宝可梦"
"588","karrablast","かぶりつきポケモン",,"덥석물기포켓몬","啃咬寶可夢","Pokémon Carabe","Schnappbiss-Pokémon","Pokémon Bocado","Pokémon Addentatore","Clamping Pokémon","かぶりつきポケモン","啃咬宝可梦"
"589","escavalier","きへいポケモン",,"기병포켓몬","騎兵寶可夢","Pokémon Chevalier","Kavallerie-Pokémon","Pokémon Soldado","Pokémon Cavaliere","Cavalry Pokémon","きへいポケモン","骑兵宝可梦"
"590","foongus","きのこポケモン",,"버섯포켓몬","蘑菇寶可夢","Pokémon Champignon","Pilz-Pokémon","Pokémon Hongo","Pokémon Fungo","Mushroom Pokémon","きのこポケモン","蘑菇宝可梦"
"591","amoonguss","きのこポケモン",,"버섯포켓몬","蘑菇寶可夢","Pokémon Champignon","Pilz-Pokémon","Pokémon Hongo","Pokémon Fungo","Mushroom Pokémon","きのこポケモン","蘑菇宝可梦"
"592","frillish","ふゆうポケモン",,"부유포켓몬","漂浮寶可夢","Pokémon Flottaison","Gleit-Pokémon","Pokémon Ingrávido","Pokémon Fluttuante","Floating Pokémon","ふゆうポケモン","漂浮宝可梦"
"593","jellicent","ふゆうポケモン",,"부유포켓몬","漂浮寶可夢","Pokémon Flottaison","Gleit-Pokémon","Pokémon Ingrávido","Pokémon Fluttuante","Floating Pokémon","ふゆうポケモン","漂浮宝可梦"
"594","alomomola","かいほうポケモン",,"돌보기포켓몬","看護寶可夢","Pokémon Soigneur","Fürsorge","Pokémon Socorrista","Pokémon Assistenza","Caring Pokémon","かいほうポケモン","看护宝可梦"
"595","joltik","くっつきポケモン",,"들러붙기포켓몬","吸附寶可夢","Pokémon Crampon","Kleben-Pokémon","Pokémon Lapa","Pokémon Appiccicante","Attaching Pokémon","くっつきポケモン","吸附宝可梦"
"596","galvantula","でんきグモポケモン",,"전기거미포켓몬","電蜘蛛寶可夢","Pokémon Araclectrik","Stromspinnen-Pokémon","Pokémon Electroaraña","Pokémon Elettroragno","EleSpider Pokémon","でんきグモポケモン","电蜘蛛宝可梦"
"597","ferroseed","とげのみポケモン",,"가시열매포켓몬","刺果寶可夢","Pokémon Graine Épine","Dornfrucht-Pokémon","Pokémon Fruto Espina","Pokémon Spinaseme","Thorn Seed Pokémon","とげのみポケモン","刺果宝可梦"
"598","ferrothorn","とげだまポケモン",,"가시공포켓몬","刺球寶可夢","Pokémon Boule Épine","Dornkugel-Pokémon","Pokémon Bola Espina","Pokémon Spinasfere","Thorn Pod Pokémon","とげだまポケモン","刺球宝可梦"
"599","klink","はぐるまポケモン",,"톱니바퀴포켓몬","齒輪寶可夢","Pokémon Engrenage","Getriebe-Pokémon","Pokémon Engranaje","Pokémon Ingranaggio","Gear Pokémon","はぐるまポケモン","齿轮宝可梦"
"600","klang","はぐるまポケモン",,"톱니바퀴포켓몬","齒輪寶可夢","Pokémon Engrenage","Getriebe-Pokémon","Pokémon Engranaje","Pokémon Ingranaggio","Gear Pokémon","はぐるまポケモン","齿轮宝可梦"
"601","klinklang","はぐるまポケモン",,"톱니바퀴포켓몬","齒輪寶可夢","Pokémon Engrenage","Getriebe-Pokémon","Pokémon Engranaje","Pokémon Ingranaggio","Gear Pokémon","はぐるまポケモン","齿轮宝可梦"
"602","tynamo","でんきうおポケモン",,"전기물고기포켓몬","電魚寶可夢","Pokémon Électrophore","Stromfisch","Pokémon Electropez","Pokémon Elettropesce","EleFish Pokémon","でんきうおポケモン","电鱼宝可梦"
"603","eelektrik","でんきうおポケモン",,"전기물고기포켓몬","電魚寶可夢","Pokémon Électrophore","Stromfisch","Pokémon Electropez","Pokémon Elettropesce","EleFish Pokémon","でんきうおポケモン","电鱼宝可梦"
"604","eelektross","でんきうおポケモン",,"전기물고기포켓몬","電魚寶可夢","Pokémon Électrophore","Stromfisch","Pokémon Electropez","Pokémon Elettropesce","EleFish Pokémon","でんきうおポケモン","电鱼宝可梦"
"605","elgyem","ブレインポケモン",,"브레인포켓몬","腦寶可夢","Pokémon Cerveau","Grips-Pokémon","Pokémon Cerebro","Pokémon Cervello","Cerebral Pokémon","ブレインポケモン","脑宝可梦"
"606","beheeyem","ブレインポケモン",,"브레인포켓몬","腦寶可夢","Pokémon Cerveau","Grips-Pokémon","Pokémon Cerebro","Pokémon Cervello","Cerebral Pokémon","ブレインポケモン","脑宝可梦"
"607","litwick","ろうそくポケモン",,"양초포켓몬","蠟燭寶可夢","Pokémon Chandelle","Kerzen-Pokémon","Pokémon Vela","Pokémon Candela","Candle Pokémon","ろうそくポケモン","蜡烛宝可梦"
"608","lampent","ランプポケモン",,"램프포켓몬","油燈寶可夢","Pokémon Lampe","Lampen-Pokémon","Pokémon Farolillo","Pokémon Lanterna","Lamp Pokémon","ランプポケモン","油灯宝可梦"
"609","chandelure","いざないポケモン",,"권유포켓몬","引誘寶可夢","Pokémon Invitation","Geleit-Pokémon","Pokémon Señuelo","Pokémon Attiranime","Luring Pokémon","いざないポケモン","引诱宝可梦"
"610","axew","キバポケモン",,"이빨포켓몬","牙寶可夢","Pokémon Crocs","Stoßzahn-Pokémon","Pokémon Colmillo","Pokémon Zanna","Tusk Pokémon","キバポケモン","牙宝可梦"
"611","fraxure","あごオノポケモン",,"도끼턱포켓몬","顎斧寶可夢","Pokémon Hachomenton","Beilkiefer-Pokémon","Pokémon Boca Hacha","Pokémon Mascellascia","Axe Jaw Pokémon","あごオノポケモン","颚斧宝可梦"
"612","haxorus","あごオノポケモン",,"도끼턱포켓몬","顎斧寶可夢","Pokémon Hachomenton","Beilkiefer-Pokémon","Pokémon Boca Hacha","Pokémon Mascellascia","Axe Jaw Pokémon","あごオノポケモン","颚斧宝可梦"
"613","cubchoo","ひょうけつポケモン",,"빙결포켓몬","結冰寶可夢","Pokémon Gelé","Eisschollen-Pokémon","Pokémon Congelación","Pokémon Freddo","Chill Pokémon","ひょうけつポケモン","结冰宝可梦"
"614","beartic","とうけつポケモン",,"동결포켓몬","凍結寶可夢","Pokémon Congelé","Packeis-Pokémon","Pokémon Glaciación","Pokémon Glaciale","Freezing Pokémon","とうけつポケモン","冻结宝可梦"
"615","cryogonal","けっしょうポケモン",,"결정포켓몬","結晶寶可夢","Pokémon Cristal","Kristall-Pokémon","Pokémon Cristal","Pokémon Cristallo","Crystallizing Pokémon","けっしょうポケモン","结晶宝可梦"
"616","shelmet","マイマイポケモン",,"달팽이포켓몬","蝸牛寶可夢","Pokémon Escargot","Schnecken-Pokémon","Pokémon Caracol","Pokémon Lumachina","Snail Pokémon","マイマイポケモン","蜗牛宝可梦"
"617","accelgor","からぬけポケモン",,"탈껍질포켓몬","脫殼寶可夢","Pokémon Exuviateur","Entschalungs-Pokémon","Pokémon Sincaparazón","Pokémon Sgusciato","Shell Out Pokémon","からぬけポケモン","脱壳宝可梦"
"618","stunfisk","トラップポケモン",,"트랩포켓몬","陷阱寶可夢","Pokémon Piège","Falle-Pokémon","Pokémon Trampa","Pokémon Trappola","Trap Pokémon","トラップポケモン","陷阱宝可梦"
"619","mienfoo","ぶじゅつポケモン",,"무술포켓몬","武術寶可夢","Pokémon Art Martial","Kampfkünste-Pokémon","Pokémon Arte Marcial","Pokémon Marziale","Martial Arts Pokémon","ぶじゅつポケモン","武术宝可梦"
"620","mienshao","ぶじゅつポケモン",,"무술포켓몬","武術寶可夢","Pokémon Art Martial","Kampfkünste-Pokémon","Pokémon Arte Marcial","Pokémon Marziale","Martial Arts Pokémon","ぶじゅつポケモン","武术宝可梦"
"621","druddigon","ほらあなポケモン",,"동굴포켓몬","洞穴寶可夢","Pokémon Caverne","Höhlen-Pokémon","Pokémon Cueva","Pokémon Grotta","Cave Pokémon","ほらあなポケモン","洞穴宝可梦"
"622","golett","ゴーレムポケモン",,"골렘포켓몬","魔像寶可夢","Pokémon Golem Ancien","Urgolem-Pokémon","Pokémon Autómata","Pokémon Statuanimata","Automaton Pokémon","ゴーレムポケモン","魔像宝可梦"
"623","golurk","ゴーレムポケモン",,"골렘포켓몬","魔像寶可夢","Pokémon Golem Ancien","Urgolem-Pokémon","Pokémon Autómata","Pokémon Statuanimata","Automaton Pokémon","ゴーレムポケモン","魔像宝可梦"
"624","pawniard","はものポケモン",,"날붙이포켓몬","利器寶可夢","Pokémon Coupant","Stahlklingen-Pokémon","Pokémon Tajo","Pokémon Lamaffilata","Sharp Blade Pokémon","はものポケモン","利器宝可梦"
"625","bisharp","とうじんポケモン",,"도인포켓몬","刀刃寶可夢","Pokémon Tranchant","Schwertklingen-Pokémon","Pokémon Filo","Pokémon Fildilama","Sword Blade Pokémon","とうじんポケモン","刀刃宝可梦"
"626","bouffalant","ずつきうしポケモン",,"박치기소포켓몬","頭錘牛寶可夢","Pokémon Coup d’Bœuf","Kopfstoßrind-Pokémon","Pokémon Torocabezazo","Pokémon Sfondatoro","Bash Buffalo Pokémon","ずつきうしポケモン","头锤牛宝可梦"
"627","rufflet","ヒナわしポケモン",,"새끼독수리포켓몬","雛鷹寶可夢","Pokémon Aiglon","Adlerküken-Pokémon","Pokémon Aguilucho","Pokémon Aquilotto","Eaglet Pokémon","ヒナわしポケモン","雏鹰宝可梦"
"628","braviary","ゆうもうポケモン",,"용맹포켓몬","勇猛寶可夢","Pokémon Vaillant","Kühnheits-Pokémon","Pokémon Aguerrido","Pokémon Baldanza","Valiant Pokémon","ゆうもうポケモン","勇猛宝可梦"
"629","vullaby","おむつポケモン",,"기저귀포켓몬","尿布寶可夢","Pokémon Couche","Windel-Pokémon","Pokémon Pañal","Pokémon Pannolino","Diapered Pokémon","おむつポケモン","尿布宝可梦"
"630","mandibuzz","ほねわしポケモン",,"뼈독수리포켓몬","骨鷹寶可夢","Pokémon Vostour","Knochenadler-Pokémon","Pokémon Buitre Hueso","Pokémon Ossaquila","Bone Vulture Pokémon","ほねわしポケモン","骨鹰宝可梦"
