"pokemon_species_id","identifier","ja_hrkt","ja_roma","ko","zh_hant","fr","de","es","it","en","ja","zh_hans"
"378","regice","レジアイス","Regice","레지아이스","雷吉艾斯","Regice","Regice","Regice","Regice","Regice","レジアイス","雷吉艾斯"
"379","registeel","レジスチル","Registeel","레지스틸","雷吉斯奇魯","Registeel","Registeel","Registeel","Registeel","Registeel","レジスチル","雷吉斯奇鲁"
"380","latias","ラティアス","Latias","라티아스","拉帝亞斯","Latias","Latias","Latias","Latias","Latias","ラティアス","拉帝亚斯"
"381","latios","ラティオス","Latios","라티오스","拉帝歐斯","Latios","Latios","Latios","Latios","Latios","ラティオス","拉帝欧斯"
"382","kyogre","カイオーガ","Kyogre","가이오가","蓋歐卡","Kyogre","Kyogre","Kyogre","Kyogre","Kyogre","カイオーガ","盖欧卡"
"383","groudon","グラードン","Groudon","그란돈","固拉多","Groudon","Groudon","Groudon","Groudon","Groudon","グラードン","固拉多"
"384","rayquaza","レックウザ","Rayquaza","레쿠쟈","烈空坐","Rayquaza","Rayquaza","Rayquaza","Rayquaza","Rayquaza","レックウザ","烈空坐"
"385","jirachi","ジラーチ","Jirachi","지라치","基拉祈","Jirachi","Jirachi","Jirachi","Jirachi","Jirachi","ジラーチ","基拉祈"
"386","deoxys","デオキシス","Deoxys","테오키스","代歐奇希斯","Deoxys","Deoxys","Deoxys","Deoxys","Deoxys","デオキシス","代欧奇希斯"
"387","turtwig","ナエトル","Naetle","모부기","草苗龜","Tortipouss","Chelast","Turtwig","Turtwig","Turtwig","ナエトル","草苗龟"
"388","grotle","ハヤシガメ","Hayashigame","수풀부기","樹林龜","Boskara","Chelcarain","Grotle","Grotle","Grotle","ハヤシガメ","树林龟"
"389","torterra","ドダイトス","Dodaitose","토대부기","土台龜","Torterra","Chelterrar","Torterra","Torterra","Torterra","ドダイトス","土台龟"
"390","chimchar","ヒコザル","Hikozaru","불꽃숭이","小火焰猴","Ouisticram","Panflam","Chimchar","Chimchar","Chimchar","ヒコザル","小火焰猴"
"391","monferno","モウカザル","Mōkazaru","파이숭이","猛火猴","Chimpenfeu","Panpyro","Monferno","Monferno","Monferno","モウカザル","猛火猴"
"392","infernape","ゴウカザル","Gōkazaru","초염몽","烈焰猴","Simiabraz","Panferno","Infernape","Infernape","Infernape","ゴウカザル","烈焰猴"
"393","piplup","ポッチャマ","Pochama","팽도리","波加曼","Tiplouf","Plinfa","Piplup","Piplup","Piplup","ポッチャマ","波加曼"
"394","prinplup","ポッタイシ","Pottaishi","팽태자","波皇子","Prinplouf","Pliprin","Prinplup","Prinplup","Prinplup","ポッタイシ","波皇子"
"395","empoleon","エンペルト","Emperte","엠페르트","帝王拿波","Pingoléon","Impoleon","Empoleon","Empoleon","Empoleon","エンペルト","帝王拿波"
"396","starly","ムックル","Mukkuru","찌르꼬","姆克兒","Étourmi","Staralili","Starly","Starly","Starly","ムックル","姆克儿"
"397","staravia","ムクバード","Mukubird","찌르버드","姆克鳥","Étourvol","Staravia","Staravia","Staravia","Staravia","ムクバード","姆克鸟"
"398","staraptor","ムクホーク","Mukuhawk","찌르호크","姆克鷹","Étouraptor","Staraptor","Staraptor","Staraptor","Staraptor","ムクホーク","姆克鹰"
"399","bidoof","ビッパ","Bipper","비버니","大牙狸","Keunotor","Bidiza","Bidoof","Bidoof","Bidoof","ビッパ","大牙狸"
"400","bibarel","ビーダル","Beadull","비버통","大尾狸","Castorno","Bidifas","Bibarel","Bibarel","Bibarel","ビーダル","大尾狸"
"401","kricketot","コロボーシ","Korobohshi","귀뚤뚜기","圓法師","Crikzik","Zirpurze","Kricketot","Kricketot","Kricketot","コロボーシ","圆法师"
"402","kricketune","コロトック","Korotok","귀뚤톡크","音箱蟀","Mélokrik","Zirpeise","Kricketune","Kricketune","Kricketune","コロトック","音箱蟀"
"403","shinx","コリンク","Kolink","꼬링크","小貓怪","Lixy","Sheinux","Shinx","Shinx","Shinx","コリンク","小猫怪"
"404","luxio","ルクシオ","Luxio","럭시오","勒克貓","Luxio","Luxio","Luxio","Luxio","Luxio","ルクシオ","勒克猫"
"405","luxray","レントラー","Rentorar","렌트라","倫琴貓","Luxray","Luxtra","Luxray","Luxray","Luxray","レントラー","伦琴猫"
"406","budew","スボミー","Subomie","꼬몽울","含羞苞","Rozbouton","Knospi","Budew","Budew","Budew","スボミー","含羞苞"
"407","roserade","ロズレイド","Roserade","로즈레이드","羅絲雷朵","Roserade","Roserade","Roserade","Roserade","Roserade","ロズレイド","罗丝雷朵"
"408","cranidos","ズガイドス","Zugaidos","두개도스","頭蓋龍","Kranidos","Koknodon","Cranidos","Cranidos","Cranidos","ズガイドス","头盖龙"
"409","rampardos","ラムパルド","Rampard","램펄드","戰槌龍","Charkos","Rameidon","Rampardos","Rampardos","Rampardos","ラムパルド","战槌龙"
"410","shieldon","タテトプス","Tatetops","방패톱스","盾甲龍","Dinoclier","Schilterus","Shieldon","Shieldon","Shieldon","タテトプス","盾甲龙"
"411","bastiodon","トリデプス","Trideps","바리톱스","護城龍","Bastiodon","Bollterus","Bastiodon","Bastiodon","Bastiodon","トリデプス","护城龙"
"412","burmy","ミノムッチ","Minomucchi","도롱충이","結草兒","Cheniti","Burmy","Burmy","Burmy","Burmy","ミノムッチ","结草儿"
"413","wormadam","ミノマダム","Minomadam","도롱마담","結草貴婦","Cheniselle","Burmadame","Wormadam","Wormadam","Wormadam","ミノマダム","结草贵妇"
"414","mothim","ガーメイル","Garmeil","나메일","紳士蛾","Papilord","Moterpel","Mothim","Mothim","Mothim","ガーメイル","绅士蛾"
"415","combee","ミツハニー","Mitsuhoney","세꿀버리","三蜜蜂","Apitrini","Wadribie","Combee","Combee","Combee","ミツハニー","三蜜蜂"
"416","vespiquen","ビークイン","Beequeen","비퀸","蜂女王","Apireine","Honweisel","Vespiquen","Vespiquen","Vespiquen","ビークイン","蜂女王"
"417","pachirisu","パチリス","Pachirisu","파치리스","帕奇利茲","Pachirisu","Pachirisu","Pachirisu","Pachirisu","Pachirisu","パチリス","帕奇利兹"
"418","buizel","ブイゼル","Buoysel","브이젤","泳圈鼬","Mustébouée","Bamelin","Buizel","Buizel","Buizel","ブイゼル","泳圈鼬"
"419","floatzel","フローゼル","Flowsel","플로젤","浮潛鼬","Mustéflott","Bojelin","Floatzel","Floatzel","Floatzel","フローゼル","浮潜鼬"
"420","cherubi","チェリンボ","Cherinbo","체리버","櫻花寶","Ceribou","Kikugi","Cherubi","Cherubi","Cherubi","チェリンボ","樱花宝"
"421","cherrim","チェリム","Cherrim","체리꼬","櫻花兒","Ceriflor","Kinoso","Cherrim","Cherrim","Cherrim","チェリム","樱花儿"
"422","shellos","カラナクシ","Karanakushi","깝질무","無殼海兔","Sancoki","Schalellos","Shellos","Shellos","Shellos","カラナクシ","无壳海兔"
"423","gastrodon","トリトドン","Toritodon","트리토돈","海兔獸","Tritosor","Gastrodon","Gastrodon","Gastrodon","Gastrodon","トリトドン","海兔兽"
"424","ambipom","エテボース","Eteboth","겟핸보숭","雙尾怪手","Capidextre","Ambidiffel","Ambipom","Ambipom","Ambipom","エテボース","双尾怪手"
"425","drifloon","フワンテ","Fuwante","흔들풍손","飄飄球","Baudrive","Driftlon","Drifloon","Drifloon","Drifloon","フワンテ","飘飘球"
"426","drifblim","フワライド","Fuwaride","둥실라이드","隨風球","Grodrive","Drifzepeli","Drifblim","Drifblim","Drifblim","フワライド","随风球"
"427","buneary","ミミロル","Mimirol","이어롤","捲捲耳","Laporeille","Haspiror","Buneary","Buneary","Buneary","ミミロル","卷卷耳"
"428","lopunny","ミミロップ","Mimilop","이어롭","長耳兔","Lockpin","Schlapor","Lopunny","Lopunny","Lopunny","ミミロップ","长耳兔"
"429","mismagius","ムウマージ","Mumage","무우마직","夢妖魔","Magirêve","Traunmagil","Mismagius","Mismagius","Mismagius","ムウマージ","梦妖魔"
"430","honchkrow","ドンカラス","Donkarasu","돈크로우","烏鴉頭頭","Corboss","Kramshef","Honchkrow","Honchkrow","Honchkrow","ドンカラス","乌鸦头头"
"431","glameow","ニャルマー","Nyarmar","나옹마","魅力喵","Chaglam","Charmian","Glameow","Glameow","Glameow","ニャルマー","魅力喵"
"432","purugly","ブニャット","Bunyat","몬냥이","東施喵","Chaffreux","Shnurgarst","Purugly","Purugly","Purugly","ブニャット","东施喵"
"433","chingling","リーシャン","Lisyan","랑딸랑","鈴鐺響","Korillon","Klingplim","Chingling","Chingling","Chingling","リーシャン","铃铛响"
"434","stunky","スカンプー","Skunpoo","스컹뿡","臭鼬噗","Moufouette","Skunkapuh","Stunky","Stunky","Stunky","スカンプー","臭鼬噗"
"435","skuntank","スカタンク","Skutank","스컹탱크","坦克臭鼬","Moufflair","Skuntank","Skuntank","Skuntank","Skuntank","スカタンク","坦克臭鼬"
"436","bronzor","ドーミラー","Domirror","동미러","銅鏡怪","Archéomire","Bronzel","Bronzor","Bronzor","Bronzor","ドーミラー","铜镜怪"
"437","bronzong","ドータクン","Dotakun","동탁군","青銅鐘","Archéodong","Bronzong","Bronzong","Bronzong","Bronzong","ドータクン","青铜钟"
"438","bonsly","ウソハチ","Usohachi","꼬지지","盆才怪","Manzaï","Mobai","Bonsly","Bonsly","Bonsly","ウソハチ","盆才怪"
"439","mime-jr","マネネ","Manene","흉내내","魔尼尼","Mime Jr.","Pantimimi","Mime Jr.","Mime Jr.","Mime Jr.","マネネ","魔尼尼"
"440","happiny","ピンプク","Pinpuku","핑복","小福蛋","Ptiravi","Wonneira","Happiny","Happiny","Happiny","ピンプク","小福蛋"
"441","chatot","ペラップ","Perap","페라페","聒噪鳥","Pijako","Plaudagei","Chatot","Chatot","Chatot","ペラップ","聒噪鸟"
"442","spiritomb","ミカルゲ","Mikaruge","화강돌","花岩怪","Spiritomb","Kryppuk","Spiritomb","Spiritomb","Spiritomb","ミカルゲ","花岩怪"
"443","gible","フカマル","Fukamaru","딥상어동","圓陸鯊","Griknot","Kaumalat","Gible","Gible","Gible","フカマル","圆陆鲨"
"444","gabite","ガバイト","Gabite","한바이트","尖牙陸鯊","Carmache","Knarksel","Gabite","Gabite","Gabite","ガバイト","尖牙陆鲨"
"445","garchomp","ガブリアス","Gablias","한카리아스","烈咬陸鯊","Carchacrok","Knakrack","Garchomp","Garchomp","Garchomp","ガブリアス","烈咬陆鲨"
"446","munchlax","ゴンベ","Gonbe","먹고자","小卡比獸","Goinfrex","Mampfaxo","Munchlax","Munchlax","Munchlax","ゴンベ","小卡比兽"
"447","riolu","リオル","Riolu","리오르","利歐路","Riolu","Riolu","Riolu","Riolu","Riolu","リオル","利欧路"
"448","lucario","ルカリオ","Lucario","루카리오","路卡利歐","Lucario","Lucario","Lucario","Lucario","Lucario","ルカリオ","路卡利欧"
"449","hippopotas","ヒポポタス","Hipopotas","히포포타스","沙河馬","Hippopotas","Hippopotas","Hippopotas","Hippopotas","Hippopotas","ヒポポタス","沙河马"
"450","hippowdon","カバルドン","Kabarudon","하마돈","河馬獸","Hippodocus","Hippoterus","Hippowdon","Hippowdon","Hippowdon","カバルドン","河马兽"
"451","skorupi","スコルピ","Scorpi","스콜피","鉗尾蠍","Rapion","Pionskora","Skorupi","Skorupi","Skorupi","スコルピ","钳尾蝎"
"452","drapion","ドラピオン","Dorapion","드래피온","龍王蠍","Drascore","Piondragi","Drapion","Drapion","Drapion","ドラピオン","龙王蝎"
"453","croagunk","グレッグル","Gureggru","삐딱구리","不良蛙","Cradopaud","Glibunkel","Croagunk","Croagunk","Croagunk","グレッグル","不良蛙"
"454","toxicroak","ドクロッグ","Dokurog","독개굴","毒骷蛙","Coatox","Toxiquak","Toxicroak","Toxicroak","Toxicroak","ドクロッグ","毒骷蛙"
"455","carnivine","マスキッパ","Muskippa","무스틈니","尖牙籠","Vortente","Venuflibis","Carnivine","Carnivine","Carnivine","マスキッパ","尖牙笼"
"456","finneon","ケイコウオ","Keikouo","형광어","螢光魚","Écayon","Finneon","Finneon","Finneon","Finneon","ケイコウオ","荧光鱼"
"457","lumineon","ネオラント","Neolant","네오라이트","霓虹魚","Luminéon","Lumineon","Lumineon","Lumineon","Lumineon","ネオラント","霓虹鱼"
"458","mantyke","タマンタ","Tamanta","타만타","小球飛魚","Babimanta","Mantirps","Mantyke","Mantyke","Mantyke","タマンタ","小球飞鱼"
"459","snover","ユキカブリ","Yukikaburi","눈쓰개","雪笠怪","Blizzi","Shnebedeck","Snover","Snover","Snover","ユキカブリ","雪笠怪"
"460","abomasnow","ユキノオー","Yukinooh","눈설왕","暴雪王","Blizzaroi","Rexblisar","Abomasnow","Abomasnow","Abomasnow","ユキノオー","暴雪王"
"461","weavile","マニューラ","Manyula","포푸니라","瑪狃拉","Dimoret","Snibunna","Weavile","Weavile","Weavile","マニューラ","玛狃拉"
"462","magnezone","ジバコイル","Jibacoil","자포코일","自爆磁怪","Magnézone","Magnezone","Magnezone","Magnezone","Magnezone","ジバコイル","自爆磁怪"
"463","lickilicky","ベロベルト","Beroberto","내룸벨트","大舌舔","Coudlangue","Schlurplek","Lickilicky","Lickilicky","Lickilicky","ベロベルト","大舌舔"
"464","rhyperior","ドサイドン","Dosydon","거대코뿌리","超甲狂犀","Rhinastoc","Rihornior","Rhyperior","Rhyperior","Rhyperior","ドサイドン","超甲狂犀"
"465","tangrowth","モジャンボ","Mojumbo","덩쿠림보","巨蔓藤","Bouldeneu","Tangoloss","Tangrowth","Tangrowth","Tangrowth","モジャンボ","巨蔓藤"
"466","electivire","エレキブル","Elekible","에레키블","電擊魔獸","Élekable","Elevoltek","Electivire","Electivire","Electivire","エレキブル","电击魔兽"
"467","magmortar","ブーバーン","Booburn","마그마번","鴨嘴炎獸","Maganon","Magbrant","Magmortar","Magmortar","Magmortar","ブーバーン","鸭嘴炎兽"
"468","togekiss","トゲキッス","Togekiss","토게키스","波克基斯","Togekiss","Togekiss","Togekiss","Togekiss","Togekiss","トゲキッス","波克基斯"
"469","yanmega","メガヤンマ","Megayanma","메가자리","遠古巨蜓","Yanmega","Yanmega","Yanmega","Yanmega","Yanmega","メガヤンマ","远古巨蜓"
"470","leafeon","リーフィア","Leafia","리피아","葉伊布","Phyllali","Folipurba","Leafeon","Leafeon","Leafeon","リーフィア","叶伊布"
"471","glaceon","グレイシア","Glacia","글레이시아","冰伊布","Givrali","Glaziola","Glaceon","Glaceon","Glaceon","グレイシア","冰伊布"
"472","gliscor","グライオン","Glion","글라이온","天蠍王","Scorvol","Skorgro","Gliscor","Gliscor","Gliscor","グライオン","天蝎王"
"473","mamoswine","マンムー","Mammoo","맘모꾸리","象牙豬","Mammochon","Mamutel","Mamoswine","Mamoswine","Mamoswine","マンムー","象牙猪"
"474","porygon-z","ポリゴンＺ","PorygonZ","폴리곤Z","多邊獸Ｚ","Porygon-Z","Porygon-Z","Porygon-Z","Porygon-Z","Porygon-Z","ポリゴンＺ","多边兽乙型"
"475","gallade","エルレイド","Erlade","엘레이드","艾路雷朵","Gallame","Galagladi","Gallade","Gallade","Gallade","エルレイド","艾路雷朵"
"476","probopass","ダイノーズ","Dainose","대코파스","大朝北鼻","Tarinorme","Voluminas","Probopass","Probopass","Probopass","ダイノーズ","大朝北鼻"
"477","dusknoir","ヨノワール","Yonoir","야느와르몽","黑夜魔靈","Noctunoir","Zwirrfinst","Dusknoir","Dusknoir","Dusknoir","ヨノワール","黑夜魔灵"
"478","froslass","ユキメノコ","Yukimenoko","눈여아","雪妖女","Momartik","Frosdedje","Froslass","Froslass","Froslass","ユキメノコ","雪妖女"
"479","rotom","ロトム","Rotom","로토무","洛托姆","Motisma","Rotom","Rotom","Rotom","Rotom","ロトム","洛托姆"
"480","uxie","ユクシー","Yuxie","유크시","由克希","Créhelf","Selfe","Uxie","Uxie","Uxie","ユクシー","由克希"
"481","mesprit","エムリット","Emrit","엠라이트","艾姆利多","Créfollet","Vesprit","Mesprit","Mesprit","Mesprit","エムリット","艾姆利多"
"482","azelf","アグノム","Agnome","아그놈","亞克諾姆","Créfadet","Tobutz","Azelf","Azelf","Azelf","アグノム","亚克诺姆"
"483","dialga","ディアルガ","Dialga","디아루가","帝牙盧卡","Dialga","Dialga","Dialga","Dialga","Dialga","ディアルガ","帝牙卢卡"
"484","palkia","パルキア","Palkia","펄기아","帕路奇亞","Palkia","Palkia","Palkia","Palkia","Palkia","パルキア","帕路奇亚"
"485","heatran","ヒードラン","Heatran","히드런","席多藍恩","Heatran","Heatran","Heatran","Heatran","Heatran","ヒードラン","席多蓝恩"
"486","regigigas","レジギガス","Regigigas","레지기가스","雷吉奇卡斯","Regigigas","Regigigas","Regigigas","Regigigas","Regigigas","レジギガス","雷吉奇卡斯"
"487","giratina","ギラティナ","Giratina","기라티나","騎拉帝納","Giratina","Giratina","Giratina","Giratina","Giratina","ギラティナ","骑拉帝纳"
"488","cresselia","クレセリア","Crecelia","크레세리아","克雷色利亞","Cresselia","Cresselia","Cresselia","Cresselia","Cresselia","クレセリア","克雷色利亚"
"489","phione","フィオネ","Phione","피오네","霏歐納","Phione","Phione","Phione","Phione","Phione","フィオネ","霏欧纳"
"490","manaphy","マナフィ","Manaphy","마나피","瑪納霏","Manaphy","Manaphy","Manaphy","Manaphy","Manaphy","マナフィ","玛纳霏"
"491","darkrai","ダークライ","Darkrai","다크라이","達克萊伊","Darkrai","Darkrai","Darkrai","Darkrai","Darkrai","ダークライ","达克莱伊"
"492","shaymin","シェイミ","Shaymin","쉐이미","謝米","Shaymin","Shaymin","Shaymin","Shaymin","Shaymin","シェイミ","谢米"
"493","arceus","アルセウス","Arceus","아르세우스","阿爾宙斯","Arceus","Arceus","Arceus","Arceus","Arceus","アルセウス","阿尔宙斯"
"494","victini","ビクティニ","Victini","비크티니","比克提尼","Victini","Victini","Victini","Victini","Victini","ビクティニ","比克提尼"
"495","snivy","ツタージャ","Tsutarja","주리비얀","藤藤蛇","Vipélierre","Serpifeu","Snivy","Snivy","Snivy","ツタージャ","藤藤蛇"
"496","servine","ジャノビー","Janovy","샤비","青藤蛇","Lianaja","Efoserp","Servine","Servine","Servine","ジャノビー","青藤蛇"
"497","serperior","ジャローダ","Jalorda","샤로다","君主蛇","Majaspic","Serpiroyal","Serperior","Serperior","Serperior","ジャローダ","君主蛇"
"498","tepig","ポカブ","Pokabu","뚜꾸리","暖暖豬","Gruikui","Floink","Tepig","Tepig","Tepig","ポカブ","暖暖猪"
"499","pignite","チャオブー","Chaoboo","차오꿀","炒炒豬","Grotichon","Ferkokel","Pignite","Pignite","Pignite","チャオブー","炒炒猪"
"500","emboar","エンブオー","Enbuoh","염무왕","炎武王","Roitiflam","Flambirex","Emboar","Emboar","Emboar","エンブオー","炎武王"
"501","oshawott","ミジュマル","Mijumaru","수댕이","水水獺","Moustillon","Ottaro","Oshawott","Oshawott","Oshawott","ミジュマル","水水獭"
"502","dewott","フタチマル","Futachimaru","쌍검자비","雙刃丸","Mateloutre","Zwottronin","Dewott","Dewott","Dewott","フタチマル","双刃丸"
"503","samurott","ダイケンキ","Daikenki","대검귀","大劍鬼","Clamiral","Admurai","Samurott","Samurott","Samurott","ダイケンキ","大剑鬼"
"504","patrat","ミネズミ","Minezumi","보르쥐","探探鼠","Ratentif","Nagelotz","Patrat","Patrat","Patrat","ミネズミ","探探鼠"
"505","watchog","ミルホッグ","Miruhog","보르그","步哨鼠","Miradar","Kukmarda","Watchog","Watchog","Watchog","ミルホッグ","步哨鼠"
"506","lillipup","ヨーテリー","Yorterrie","요테리","小約克","Ponchiot","Yorkleff","Lillipup","Lillipup","Lillipup","ヨーテリー","小约克"
"507","herdier","ハーデリア","Herderrie","하데리어","哈約克","Ponchien","Terribark","Herdier","Herdier","Herdier","ハーデリア","哈约克"
"508","stoutland","ムーランド","Mooland","바랜드","長毛狗","Mastouffe","Bissbark","Stoutland","Stoutland","Stoutland","ムーランド","长毛狗"
"509","purrloin","チョロネコ","Choroneko","쌔비냥","扒手貓","Chacripan","Felilou","Purrloin","Purrloin","Purrloin","チョロネコ","扒手猫"
"510","liepard","レパルダス","Lepardas","레파르다스","酷豹","Léopardus","Kleoparda","Liepard","Liepard","Liepard","レパルダス","酷豹"
"511","pansage","ヤナップ","Yanappu","야나프","花椰猴","Feuillajou","Vegimak","Pansage","Pansage","Pansage","ヤナップ","花椰猴"
"512","simisage","ヤナッキー","Yanakkie","야나키","花椰猿","Feuiloutan","Vegichita","Simisage","Simisage","Simisage","ヤナッキー","花椰猿"
"513","pansear","バオップ","Baoppu","바오프","爆香猴","Flamajou","Grillmak","Pansear","Pansear","Pansear","バオップ","爆香猴"
"514","simisear","バオッキー","Baokkie","바오키","爆香猿","Flamoutan","Grillchita","Simisear","Simisear","Simisear","バオッキー","爆香猿"
"515","panpour","ヒヤップ","Hiyappu","앗차프","冷水猴","Flotajou","Sodamak","Panpour","Panpour","Panpour","ヒヤップ","冷水猴"
"516","simipour","ヒヤッキー","Hiyakkie","앗차키","冷水猿","Flotoutan","Sodachita","Simipour","Simipour","Simipour","ヒヤッキー","冷水猿"
"517","munna","ムンナ","Munna","몽나","食夢夢","Munna","Somniam","Munna","Munna","Munna","ムンナ","食梦梦"
"518","musharna","ムシャーナ","Musharna","몽얌나","夢夢蝕","Mushana","Somnivora","Musharna","Musharna","Musharna","ムシャーナ","梦梦蚀"
"519","pidove","マメパト","Mamepato","콩둘기","豆豆鴿","Poichigeon","Dusselgurr","Pidove","Pidove","Pidove","マメパト","豆豆鸽"
"520","tranquill","ハトーボー","Hatoboh","유토브","咕咕鴿","Colombeau","Navitaub","Tranquill","Tranquill","Tranquill","ハトーボー","咕咕鸽"
"521","unfezant","ケンホロウ","Kenhallow","켄호로우","高傲雉雞","Déflaisan","Fasasnob","Unfezant","Unfezant","Unfezant","ケンホロウ","高傲雉鸡"
"522","blitzle","シママ","Shimama","줄뮤마","斑斑馬","Zébibron","Elezeba","Blitzle","Blitzle","Blitzle","シママ","斑斑马"
"523","zebstrika","ゼブライカ","Zebraika","제브라이카","雷電斑馬","Zéblitz","Zebritz","Zebstrika","Zebstrika","Zebstrika","ゼブライカ","雷电斑马"
"524","roggenrola","ダンゴロ","Dangoro","단굴","石丸子","Nodulithe","Kiesling","Roggenrola","Roggenrola","Roggenrola","ダンゴロ","石丸子"
"525","boldore","ガントル","Gantle","암트르","地幔岩","Géolithe","Sedimantur","Boldore","Boldore","Boldore","ガントル","地幔岩"
"526","gigalith","ギガイアス","Gigaiath","기가이어스","龐岩怪","Gigalithe","Brockoloss","Gigalith","Gigalith","Gigalith","ギガイアス","庞岩怪"
"527","woobat","コロモリ","Koromori","또르박쥐","滾滾蝙蝠","Chovsourir","Fleknoil","Woobat","Woobat","Woobat","コロモリ","滚滚蝙蝠"
"528","swoobat","ココロモリ","Kokoromori","맘박쥐","心蝙蝠","Rhinolove","Fletiamo","Swoobat","Swoobat","Swoobat","ココロモリ","心蝙蝠"
"529","drilbur","モグリュー","Mogurew","두더류","螺釘地鼠","Rototaupe","Rotomurf","Drilbur","Drilbur","Drilbur","モグリュー","螺钉地鼠"
"530","excadrill","ドリュウズ","Doryuzu","몰드류","龍頭地鼠","Minotaupe","Stalobor","Excadrill","Excadrill","Excadrill","ドリュウズ","龙头地鼠"
"531","audino","タブンネ","Tabunne","다부니","差不多娃娃","Nanméouïe","Ohrdoch","Audino","Audino","Audino","タブンネ","差不多娃娃"
"532","timburr","ドッコラー","Dokkorer","으랏차","搬運小匠","Charpenti","Praktibalk","Timburr","Timburr","Timburr","ドッコラー","搬运小匠"
"533","gurdurr","ドテッコツ","Dotekkotsu","토쇠골","鐵骨土人","Ouvrifier","Strepoli","Gurdurr","Gurdurr","Gurdurr","ドテッコツ","铁骨土人"
"534","conkeldurr","ローブシン","Roubushin","노보청","修建老匠","Bétochef","Meistagrif","Conkeldurr","Conkeldurr","Conkeldurr","ローブシン","修建老匠"
"535","tympole","オタマロ","Otamaro","동챙이","圓蝌蚪","Tritonde","Schallquap","Tympole","Tympole","Tympole","オタマロ","圆蝌蚪"
"536","palpitoad","ガマガル","Gamagaru","두까비","藍蟾蜍","Batracné","Mebrana","Palpitoad","Palpitoad","Palpitoad","ガマガル","蓝蟾蜍"
"537","seismitoad","ガマゲロゲ","Gamageroge","두빅굴","蟾蜍王","Crapustule","Branawarz","Seismitoad","Seismitoad","Seismitoad","ガマゲロゲ","蟾蜍王"
"538","throh","ナゲキ","Nageki","던지미","投摔鬼","Judokrak","Jiutesto","Throh","Throh","Throh","ナゲキ","投摔鬼"
"539","sawk","ダゲキ","Dageki","타격귀","打擊鬼","Karaclée","Karadonis","Sawk","Sawk","Sawk","ダゲキ","打击鬼"
"540","sewaddle","クルミル","Kurumiru","두르보","蟲寶包","Larveyette","Strawickl","Sewaddle","Sewaddle","Sewaddle","クルミル","虫宝包"
"541","swadloon","クルマユ","Kurumayu","두르쿤","寶包繭","Couverdure","Folikon","Swadloon","Swadloon","Swadloon","クルマユ","宝包茧"
"542","leavanny","ハハコモリ","Hahakomori","모아머","保母蟲","Manternel","Matrifol","Leavanny","Leavanny","Leavanny","ハハコモリ","保姆虫"
"543","venipede","フシデ","Fushide","마디네","百足蜈蚣","Venipatte","Toxiped","Venipede","Venipede","Venipede","フシデ","百足蜈蚣"
"544","whirlipede","ホイーガ","Wheega","휠구","車輪毬","Scobolide","Rollum","Whirlipede","Whirlipede","Whirlipede","ホイーガ","车轮球"
"545","scolipede","ペンドラー","Pendror","펜드라","蜈蚣王","Brutapode","Cerapendra","Scolipede","Scolipede","Scolipede","ペンドラー","蜈蚣王"
"546","cottonee","モンメン","Monmen","소미안","木棉球","Doudouvet","Waumboll","Cottonee","Cottonee","Cottonee","モンメン","木棉球"
"547","whimsicott","エルフーン","Elfuun","엘풍","風妖精","Farfaduvet","Elfun","Whimsicott","Whimsicott","Whimsicott","エルフーン","风妖精"
"548","petilil","チュリネ","Churine","치릴리","百合根娃娃","Chlorobule","Lilminip","Petilil","Petilil","Petilil","チュリネ","百合根娃娃"
"549","lilligant","ドレディア","Dredear","드레디어","裙兒小姐","Fragilady","Dressella","Lilligant","Lilligant","Lilligant","ドレディア","裙儿小姐"
"550","basculin","バスラオ","Bassrao","배쓰나이","野蠻鱸魚","Bargantua","Barschuft","Basculin","Basculin","Basculin","バスラオ","野蛮鲈鱼"
"551","sandile","メグロコ","Meguroco","깜눈크","黑眼鱷","Mascaïman","Ganovil","Sandile","Sandile","Sandile","メグロコ","黑眼鳄"
"552","krokorok","ワルビル","Waruvile","악비르","混混鱷","Escroco","Rokkaiman","Krokorok","Krokorok","Krokorok","ワルビル","混混鳄"
"553","krookodile","ワルビアル","Waruvial","악비아르","流氓鱷","Crocorible","Rabigator","Krookodile","Krookodile","Krookodile","ワルビアル","流氓鳄"
"554","darumaka","ダルマッカ","Darumakka","달막화","火紅不倒翁","Darumarond","Flampion","Darumaka","Darumaka","Darumaka","ダルマッカ","火红不倒翁"
"555","darmanitan","ヒヒダルマ","Hihidaruma","불비달마","達摩狒狒","Darumacho","Flampivian","Darmanitan","Darmanitan","Darmanitan","ヒヒダルマ","达摩狒狒"
"556","maractus","マラカッチ","Maracacchi","마라카치","沙鈴仙人掌","Maracachi","Maracamba","Maractus","Maractus","Maractus","マラカッチ","沙铃仙人掌"
"557","dwebble","イシズマイ","Ishizumai","돌살이","石居蟹","Crabicoque","Lithomith","Dwebble","Dwebble","Dwebble","イシズマイ","石居蟹"
"558","crustle","イワパレス","Iwapalace","암팰리스","岩殿居蟹","Crabaraque","Castellith","Crustle","Crustle","Crustle","イワパレス","岩殿居蟹"
"559","scraggy","ズルッグ","Zuruggu","곤율랭","滑滑小子","Baggiguane","Zurrokex","Scraggy","Scraggy","Scraggy","ズルッグ","滑滑小子"
